location,year,population,unemployment_rate,mean_household_income
Iowa,2010,7598,6,63014
Iowa,2010,13229,5,54085
Kansas,2010,13371,5,48955
Kansas,2010,8102,5,51076
Kansas,2010,16924,7,53804
Kansas,2010,4861,1,48273
Kansas,2010,27674,5,57401
Kansas,2010,15173,4,47050
Kansas,2010,9984,6,46297
Kansas,2010,65880,6,70988
Kansas,2010,2790,4,51835
Kansas,2010,3669,5,48636
Kansas,2010,21603,6,49620
Kansas,2010,2726,2,41657
Kansas,2010,2215,3,56209
Kansas,2010,8535,2,58570
Kansas,2010,9533,6,43221
Kansas,2010,8601,4,58379
Kansas,2010,1891,0,48758
Kansas,2010,36311,6,52501
Kansas,2010,39134,7,48154
Kansas,2010,2961,3,40963
Kansas,2010,19754,5,55096
Kansas,2010,7945,5,53113
Kansas,2010,110826,7,62266
Kansas,2010,3037,4,53462
Kansas,2010,2882,7,43620
Kansas,2010,28452,4,57186
Kansas,2010,6497,5,51953
Kansas,2010,36776,4,62412
Kansas,2010,33848,4,54634
Kansas,2010,25992,5,56365
Kansas,2010,34362,7,54202
Kansas,2010,2695,3,52274
Kansas,2010,2597,4,56272
Kansas,2010,7829,5,67274
Kansas,2010,6006,3,62378
Kansas,2010,1247,1,73845
Kansas,2010,6689,8,47003
Kansas,2010,2690,2,48938
Kansas,2010,6034,4,50537
Kansas,2010,34684,5,57945
Kansas,2010,4256,6,60034
Kansas,2010,1916,3,50256
Kansas,2010,13462,4,59847
Kansas,2010,19126,4,64529
Kansas,2010,3077,4,49047
Kansas,2010,544179,5,95218
Kansas,2010,3977,3,55718
Kansas,2010,7858,3,53746
Kansas,2010,2553,4,49841
Kansas,2010,21607,7,51037
Kansas,2010,1750,4,56015
Kansas,2010,76227,7,72117
Kansas,2010,3241,4,49961
Kansas,2010,9656,5,53114
Kansas,2010,2756,2,49030
Kansas,2010,33690,8,45802
Kansas,2010,29180,2,66479
Kansas,2010,12660,3,52157
Kansas,2010,10117,2,49992
Kansas,2010,4575,4,60635
Kansas,2010,32787,6,68997
Kansas,2010,6373,1,52848
Kansas,2010,35471,9,50346
Kansas,2010,5923,3,54032
Kansas,2010,3233,4,59285
Kansas,2010,10178,2,56918
Kansas,2010,16512,8,46300
Kansas,2010,3107,3,61359
Kansas,2010,5671,2,46195
Kansas,2010,16295,7,56134
Kansas,2010,3858,1,49344
Kansas,2010,6091,6,57943
Kansas,2010,6973,5,48185
Kansas,2010,5642,3,50126
Kansas,2010,21604,2,66546
Kansas,2010,9656,3,56120
Kansas,2010,2519,1,50410
Kansas,2010,64511,5,53427
Kansas,2010,4980,5,53455
Kansas,2010,10083,7,48063
Kansas,2010,71115,5,52196
Kansas,2010,5181,4,51805
Kansas,2010,3307,6,49793
Kansas,2010,6970,1,50052
Kansas,2010,55606,5,57512
Kansas,2010,4936,1,67843
Kansas,2010,498365,8,63402
Kansas,2010,22952,8,53701
Kansas,2010,177934,7,60870
Kansas,2010,2556,1,55879
Kansas,2010,6010,6,52302
Kansas,2010,3853,2,49919
Kansas,2010,4437,4,53612
Kansas,2010,2235,4,56002
Kansas,2010,5724,4,57753
Kansas,2010,24132,7,58980
Kansas,2010,7900,5,58135
Kansas,2010,3001,1,50518
Kansas,2010,7053,5,57163
Kansas,2010,1485,2,54344
Kansas,2010,5799,2,47026
Kansas,2010,2234,3,53531
Kansas,2010,9409,7,45245
Kansas,2010,3309,8,50150
Kansas,2010,157505,12,49058
Kentucky,2010,18656,11,39465
Kentucky,2010,19956,13,41532
Kentucky,2010,21421,7,61841
Kentucky,2010,8249,8,55218
Kentucky,2010,42173,7,49615
Kentucky,2010,11591,11,38941
Kentucky,2010,28691,10,36482
Kentucky,2010,118811,6,77789
Kentucky,2010,19985,8,51260
Kentucky,2010,49542,8,53987
Kentucky,2010,28432,8,57689
Kentucky,2010,8488,7,48605
Kentucky,2010,13878,12,36737
Kentucky,2010,20059,12,46749
Kentucky,2010,74319,8,60440
Kentucky,2010,12690,10,42208
Kentucky,2010,12984,8,46295
Kentucky,2010,37191,8,50858
Kentucky,2010,90336,7,66869
Kentucky,2010,5104,12,41615
Kentucky,2010,10811,14,54880
Kentucky,2010,27720,8,45759
Kentucky,2010,15955,7,36338
Kentucky,2010,73955,12,47160
Kentucky,2010,35613,8,58245
Kentucky,2010,21730,23,33904
Kentucky,2010,10272,10,33799
Kentucky,2010,9315,9,45988
Kentucky,2010,6856,7,35619
Kentucky,2010,96656,7,54359
Kentucky,2010,12161,10,45736
Kentucky,2010,7852,18,34786
Kentucky,2010,14672,12,39303
Kentucky,2010,295803,6,66313
Kentucky,2010,14348,8,44541
Kentucky,2010,39451,10,39310
Kentucky,2010,49285,8,62316
Kentucky,2010,6813,15,40221
Kentucky,2010,8589,11,47950
Kentucky,2010,16912,11,47414
Kentucky,2010,24662,9,55016
Kentucky,2010,37121,10,49345
Kentucky,2010,25746,10,43470
Kentucky,2010,11258,8,51936
Kentucky,2010,36910,9,53133
Kentucky,2010,8565,7,50794
Kentucky,2010,105543,7,59315
Kentucky,2010,29278,8,38923
Kentucky,2010,18846,8,48961
Kentucky,2010,18199,10,42744
Kentucky,2010,46250,8,53834
Kentucky,2010,15416,8,52393
Kentucky,2010,4902,16,44972
Kentucky,2010,46920,9,51498
Kentucky,2010,13494,14,32884
Kentucky,2010,741096,9,62612
Kentucky,2010,48586,7,64302
Kentucky,2010,23356,9,46920
Kentucky,2010,159720,7,68247
Kentucky,2010,16346,10,40417
Kentucky,2010,31883,14,35052
Kentucky,2010,14193,8,47998
Kentucky,2010,58849,9,50529
Kentucky,2010,15860,14,41358
Kentucky,2010,7887,9,33222
Kentucky,2010,11310,11,35369
Kentucky,2010,24519,9,43293
Kentucky,2010,13870,15,39602
Kentucky,2010,24742,9,41098
Kentucky,2010,9519,6,50229
Kentucky,2010,26835,9,47841
Kentucky,2010,8314,7,48836
Kentucky,2010,65565,8,57664
Kentucky,2010,18306,16,31517
Kentucky,2010,9531,6,51780
Kentucky,2010,82916,8,55323
Kentucky,2010,13333,10,36653
Kentucky,2010,19820,6,48830
Kentucky,2010,31448,7,54342
Kentucky,2010,12929,17,38567
Kentucky,2010,17490,9,55642
Kentucky,2010,28602,9,51186
Kentucky,2010,6306,7,39041
Kentucky,2010,21331,9,57553
Kentucky,2010,10099,5,41514
Kentucky,2010,10963,8,37012
Kentucky,2010,26499,7,49582
Kentucky,2010,13923,6,51300
Kentucky,2010,31499,8,47015
Kentucky,2010,43437,8,56305
Kentucky,2010,7135,5,46611
Kentucky,2010,23842,9,46711
Kentucky,2010,60316,6,99885
Kentucky,2010,10841,5,51732
Kentucky,2010,4755,15,30654
Kentucky,2010,14877,9,51627
Kentucky,2010,28712,10,47751
Kentucky,2010,65024,8,45360
Kentucky,2010,12613,9,40800
Kentucky,2010,63063,8,46874
Kentucky,2010,2282,18,37805
Kentucky,2010,17056,9,39457
Kentucky,2010,23333,6,47304
Kentucky,2010,17565,7,40759
Kentucky,2010,47173,7,70091
Kentucky,2010,42074,6,72724
Kentucky,2010,17327,10,51524
Kentucky,2010,17061,10,68903
Kentucky,2010,24512,10,43780
Kentucky,2010,12460,9,46190
Kentucky,2010,14339,8,55619
Kentucky,2010,8809,8,54172
Kentucky,2010,15007,9,48931
Kentucky,2010,113792,8,58856
Kentucky,2010,11717,10,53087
Kentucky,2010,20813,13,37206
Kentucky,2010,13621,8,48624
Kentucky,2010,35637,10,40624
Kentucky,2010,7355,7,28594
Kentucky,2010,24939,6,70634
Louisiana,2010,61773,7,48844
Louisiana,2010,25764,6,48655
Louisiana,2010,107215,5,75378
Louisiana,2010,23421,8,55740
Louisiana,2010,42073,9,44541
Louisiana,2010,35654,8,56413
Louisiana,2010,14353,8,46123
Louisiana,2010,116979,7,65261
Louisiana,2010,254969,9,55700
Louisiana,2010,192768,8,60519
Louisiana,2010,10132,8,51862
Louisiana,2010,6839,2,68098
Louisiana,2010,10407,12,45676
Louisiana,2010,17195,15,44749
Louisiana,2010,20822,18,41061
Louisiana,2010,26656,10,51433
Louisiana,2010,440171,7,66495
Louisiana,2010,7759,14,51241
Louisiana,2010,20267,13,50664
Louisiana,2010,33984,6,47395
Louisiana,2010,20767,13,47915
Louisiana,2010,22309,7,51162
Louisiana,2010,73240,8,55037
Louisiana,2010,33387,5,56858
Louisiana,2010,16274,8,48365
Louisiana,2010,432552,7,65718
Louisiana,2010,31594,8,53020
Louisiana,2010,221578,6,66988
Louisiana,2010,96318,4,61912
Louisiana,2010,14890,7,53019
Louisiana,2010,46735,12,52420
Louisiana,2010,128026,5,64125
Louisiana,2010,12093,14,39186
Louisiana,2010,27979,11,40531
Louisiana,2010,39566,10,46013
Louisiana,2010,343829,12,59952
Louisiana,2010,153720,7,56539
Louisiana,2010,23042,6,66647
Louisiana,2010,22802,6,54116
Louisiana,2010,131613,7,56985
Louisiana,2010,9091,10,54671
Louisiana,2010,20725,13,48171
Louisiana,2010,24233,8,50503
Louisiana,2010,35897,11,50517
Louisiana,2010,52780,7,72574
Louisiana,2010,11203,14,42706
Louisiana,2010,22102,6,64822
Louisiana,2010,45924,9,60248
Louisiana,2010,83384,7,46614
Louisiana,2010,52160,7,55194
Louisiana,2010,54650,7,52052
Louisiana,2010,233740,6,78154
Louisiana,2010,121097,11,52818
Louisiana,2010,5252,8,39876
Louisiana,2010,111860,6,62903
Louisiana,2010,22721,6,51335
Louisiana,2010,57999,5,56760
Louisiana,2010,52334,8,52584
Louisiana,2010,47168,14,43635
Louisiana,2010,41207,10,47106
Louisiana,2010,23788,8,57669
Louisiana,2010,11604,9,45964
Louisiana,2010,15625,7,60636
Louisiana,2010,15313,9,42371
Maine,2010,107702,8,54921
Maine,2010,71870,6,46480
Maine,2010,281674,5,73475
Maine,2010,30768,8,49662
Maine,2010,54418,6,61136
Maine,2010,122151,7,58064
Maine,2010,39736,5,58266
Maine,2010,34457,6,62970
Maine,2010,57833,10,50743
Maine,2010,153923,6,55013
Maine,2010,17535,6,43317
Maine,2010,35293,6,63168
Maine,2010,52228,8,48700
Maine,2010,38786,8,51939
Maine,2010,32856,10,44320
Maine,2010,197131,6,66044
Maryland,2010,75087,8,51700
Maryland,2010,537656,6,102477
Maryland,2010,805029,6,83547
Maryland,2010,88737,4,103462
Maryland,2010,33066,6,65469
Maryland,2010,167134,4,94096
Maryland,2010,101108,7,77092
Maryland,2010,146551,6,100574
Maryland,2010,32618,11,59850
Maryland,2010,233385,5,95320
Maryland,2010,30097,6,58089
Maryland,2010,244826,5,89690
Maryland,2010,287085,4,123234
Maryland,2010,20197,5,70756
Maryland,2010,971777,5,125557
Maryland,2010,863420,8,85275
Maryland,2010,47798,5,96495
Maryland,2010,105151,5,93122
Maryland,2010,26470,8,51529
Maryland,2010,37782,6,89387
Maryland,2010,147430,7,67528
Maryland,2010,98733,8,65674
Maryland,2010,51454,7,72237
Maryland,2010,620961,12,56342
Massachusetts,2010,215888,6,78542
Massachusetts,2010,131219,8,64946
Massachusetts,2010,548285,9,70090
Massachusetts,2010,16535,6,86055
Massachusetts,2010,743159,7,86047
Massachusetts,2010,71372,7,63560
Massachusetts,2010,463490,10,62266
Massachusetts,2010,158080,7,74471
Massachusetts,2010,1503085,6,102258
Massachusetts,2010,10172,2,137811
Massachusetts,2010,670850,6,108887
Massachusetts,2010,494919,8,90269
Massachusetts,2010,722023,9,73140
Massachusetts,2010,798552,8,79656
Michigan,2010,10942,15,44850
Michigan,2010,9601,11,49632
Michigan,2010,111408,8,61119
Michigan,2010,29598,10,47752
Michigan,2010,23580,12,56700
Michigan,2010,15899,13,46169
Michigan,2010,8860,11,48625
Michigan,2010,59173,9,63071
Michigan,2010,107771,10,55923
Michigan,2010,17525,12,56068
Michigan,2010,156813,10,58565
Michigan,2010,45248,11,51199
Michigan,2010,136146,12,54875
Michigan,2010,52293,9,58267
Michigan,2010,25949,10,66667
Michigan,2010,26152,18,51683
Michigan,2010,38520,12,52341
Michigan,2010,30926,17,43170
Michigan,2010,75382,7,70906
Michigan,2010,14074,15,50737
Michigan,2010,37069,9,50763
Michigan,2010,26168,8,54453
Michigan,2010,107759,8,64118
Michigan,2010,32694,9,66548
Michigan,2010,425790,14,56094
Michigan,2010,25692,13,47752
Michigan,2010,16427,10,44016
Michigan,2010,86986,8,66488
Michigan,2010,42476,12,50407
Michigan,2010,46688,11,52224
Michigan,2010,36628,8,46095
Michigan,2010,33118,9,50862
Michigan,2010,280895,9,59947
Michigan,2010,63905,11,53919
Michigan,2010,25887,14,46277
Michigan,2010,11817,7,42664
Michigan,2010,70311,13,49803
Michigan,2010,160248,11,56931
Michigan,2010,250331,11,61306
Michigan,2010,17153,15,47814
Michigan,2010,602622,9,64468
Michigan,2010,2156,8,44825
Michigan,2010,11539,15,39783
Michigan,2010,88319,12,67891
Michigan,2010,21708,8,76184
Michigan,2010,99892,11,58238
Michigan,2010,180967,9,85100
Michigan,2010,6631,10,46778
Michigan,2010,11113,14,49678
Michigan,2010,840978,12,66144
Michigan,2010,24733,12,50759
Michigan,2010,67077,7,57309
Michigan,2010,28705,10,51201
Michigan,2010,42798,14,48302
Michigan,2010,24029,10,48724
Michigan,2010,83629,9,70787
Michigan,2010,14849,12,49179
Michigan,2010,152021,10,66232
Michigan,2010,63342,15,48938
Michigan,2010,9765,17,42529
Michigan,2010,172188,15,51096
Michigan,2010,48460,13,54252
Michigan,2010,1202362,9,89205
Michigan,2010,26570,9,47906
Michigan,2010,21699,13,44962
Michigan,2010,6780,11,43599
Michigan,2010,23528,12,45943
Michigan,2010,8640,15,41601
Michigan,2010,24164,11,56230
Michigan,2010,263801,8,69724
Michigan,2010,13376,13,45180
Michigan,2010,24449,18,43033
Michigan,2010,200169,13,55274
Michigan,2010,163040,14,60302
Michigan,2010,61295,14,53134
Michigan,2010,43114,13,49420
Michigan,2010,8485,10,48045
Michigan,2010,70648,11,56043
Michigan,2010,55729,13,51290
Michigan,2010,76258,11,57138
Michigan,2010,344791,8,78680
Michigan,2010,1820584,16,57184
Michigan,2010,32735,12,49894
Minnesota,2010,16202,10,48923
Minnesota,2010,330844,7,79282
Minnesota,2010,32504,5,58696
Minnesota,2010,44442,9,53467
Minnesota,2010,38451,8,59386
Minnesota,2010,5269,2,52925
Minnesota,2010,64013,6,60099
Minnesota,2010,25893,6,58257
Minnesota,2010,35386,7,60573
Minnesota,2010,91042,5,98640
Minnesota,2010,28567,9,55656
Minnesota,2010,12441,6,54441
Minnesota,2010,53887,7,72382
Minnesota,2010,58999,5,59353
Minnesota,2010,8695,11,49333
Minnesota,2010,5176,5,59607
Minnesota,2010,11687,4,54847
Minnesota,2010,62500,7,56463
Minnesota,2010,398552,6,88410
Minnesota,2010,20087,4,72299
Minnesota,2010,36009,5,57877
Minnesota,2010,14553,5,51010
Minnesota,2010,20866,5,57207
Minnesota,2010,31255,4,55092
Minnesota,2010,46183,5,66608
Minnesota,2010,6018,5,52849
Minnesota,2010,1152425,7,85122
Minnesota,2010,19027,5,60650
Minnesota,2010,20428,6,56198
Minnesota,2010,37816,8,67431
Minnesota,2010,45058,9,55338
Minnesota,2010,10266,3,58132
Minnesota,2010,16239,10,53354
Minnesota,2010,42239,6,64141
Minnesota,2010,4552,3,57715
Minnesota,2010,13311,7,53006
Minnesota,2010,7259,4,56159
Minnesota,2010,10866,4,56048
Minnesota,2010,4045,5,61913
Minnesota,2010,27703,7,66020
Minnesota,2010,5896,4,55527
Minnesota,2010,25857,4,57820
Minnesota,2010,36651,5,68946
Minnesota,2010,5413,14,48560
Minnesota,2010,9439,5,58045
Minnesota,2010,20840,3,57924
Minnesota,2010,23300,8,59646
Minnesota,2010,26097,9,53339
Minnesota,2010,33198,8,56131
Minnesota,2010,39163,4,56263
Minnesota,2010,8725,3,54559
Minnesota,2010,32727,4,67023
Minnesota,2010,21378,5,53801
Minnesota,2010,6852,4,52832
Minnesota,2010,144248,4,81995
Minnesota,2010,57303,6,54422
Minnesota,2010,13930,7,53443
Minnesota,2010,29750,9,53128
Minnesota,2010,9596,4,52614
Minnesota,2010,31600,6,57050
Minnesota,2010,10995,6,59312
Minnesota,2010,508640,8,70090
Minnesota,2010,4089,6,54330
Minnesota,2010,16059,6,56314
Minnesota,2010,15730,5,56914
Minnesota,2010,64142,6,67869
Minnesota,2010,9687,2,55386
Minnesota,2010,15629,5,57537
Minnesota,2010,200226,8,57322
Minnesota,2010,129928,6,95963
Minnesota,2010,88499,7,79241
Minnesota,2010,15226,5,60113
Minnesota,2010,150642,6,64330
Minnesota,2010,36576,5,64149
Minnesota,2010,9726,6,62124
Minnesota,2010,9783,3,52742
Minnesota,2010,24895,6,52519
Minnesota,2010,3558,3,54912
Minnesota,2010,21676,5,63559
Minnesota,2010,13843,5,43963
Minnesota,2010,19136,5,58615
Minnesota,2010,238136,5,97057
Minnesota,2010,11211,6,53741
Minnesota,2010,6576,7,58525
Minnesota,2010,51461,7,56331
Minnesota,2010,124700,6,77518
Minnesota,2010,10438,5,56393
Mississippi,2010,32297,13,42686
Mississippi,2010,37057,9,44757
Mississippi,2010,13131,11,40017
Mississippi,2010,19564,12,43933
Mississippi,2010,8729,14,36958
Mississippi,2010,34145,17,42084
Mississippi,2010,14962,10,37126
Mississippi,2010,10597,13,41392
Mississippi,2010,17392,12,40261
Mississippi,2010,8547,11,40572
Mississippi,2010,9604,11,33386
Mississippi,2010,16732,12,40747
Mississippi,2010,20634,16,45387
Mississippi,2010,26151,16,42045
Mississippi,2010,29449,10,47063
Mississippi,2010,19568,7,45974
Mississippi,2010,161252,8,67714
Mississippi,2010,74934,10,48597
Mississippi,2010,8118,14,56761
Mississippi,2010,22578,12,54215
Mississippi,2010,14400,8,45771
Mississippi,2010,21906,11,47540
Mississippi,2010,43929,10,56777
Mississippi,2010,187105,8,59524
Mississippi,2010,245285,9,54644
Mississippi,2010,19198,20,31294
Mississippi,2010,9375,20,36624
Mississippi,2010,1406,21,33698
Mississippi,2010,23401,8,48502
Mississippi,2010,139668,10,60906
Mississippi,2010,17062,7,44525
Mississippi,2010,7726,12,33777
Mississippi,2010,12487,15,36326
Mississippi,2010,67761,6,49066
Mississippi,2010,10456,11,35330
Mississippi,2010,47351,8,56322
Mississippi,2010,55658,5,66777
Mississippi,2010,80261,10,50748
Mississippi,2010,12929,11,48118
Mississippi,2010,23805,9,42464
Mississippi,2010,82910,6,55924
Mississippi,2010,32317,20,35095
Mississippi,2010,34869,8,53149
Mississippi,2010,59779,13,53287
Mississippi,2010,95203,6,82889
Mississippi,2010,27088,8,46162
Mississippi,2010,37144,11,46757
Mississippi,2010,36989,10,47179
Mississippi,2010,10925,11,41832
Mississippi,2010,29676,10,47041
Mississippi,2010,21720,6,44553
Mississippi,2010,11545,22,34046
Mississippi,2010,47671,11,48533
Mississippi,2010,34707,12,42867
Mississippi,2010,55834,8,52177
Mississippi,2010,12250,7,45813
Mississippi,2010,40404,9,46055
Mississippi,2010,29957,7,48064
Mississippi,2010,25276,9,42916
Mississippi,2010,8223,16,33462
Mississippi,2010,141617,5,69085
Mississippi,2010,28264,6,46757
Mississippi,2010,4916,22,37751
Mississippi,2010,27503,10,48596
Mississippi,2010,16491,5,49692
Mississippi,2010,17786,9,62833
Mississippi,2010,29450,16,37361
Mississippi,2010,15378,18,34418
Mississippi,2010,28886,8,50648
Mississippi,2010,22232,13,41787
Mississippi,2010,19593,11,41673
Mississippi,2010,10778,13,41756
Mississippi,2010,27134,7,46631
Mississippi,2010,15443,7,44222
Mississippi,2010,48773,9,54825
Mississippi,2010,51137,20,42091
Mississippi,2010,20747,8,43270
Mississippi,2010,10253,11,44343
Mississippi,2010,9878,17,42972
Mississippi,2010,19198,13,42749
Mississippi,2010,12678,13,41062
Mississippi,2010,28065,18,41618
Missouri,2010,25607,6,43603
Missouri,2010,17291,7,61497
Missouri,2010,5685,5,55097
Missouri,2010,25529,4,50277
Missouri,2010,35597,9,47429
Missouri,2010,12402,6,47865
Missouri,2010,17049,7,47860
Missouri,2010,19056,7,45036
Missouri,2010,12363,7,46290
Missouri,2010,162642,6,61899
Missouri,2010,89201,7,54686
Missouri,2010,42794,6,45887
Missouri,2010,9424,6,49613
Missouri,2010,44332,6,59414
Missouri,2010,44002,5,58734
Missouri,2010,75674,6,56644
Missouri,2010,9295,6,60288
Missouri,2010,6265,9,38133
Missouri,2010,99478,5,70101
Missouri,2010,13982,8,38704
Missouri,2010,7831,5,49326
Missouri,2010,77422,6,62570
Missouri,2010,7139,6,46559
Missouri,2010,221939,5,70043
Missouri,2010,20743,7,61966
Missouri,2010,75990,4,65254
Missouri,2010,17601,7,50556
Missouri,2010,24696,12,42758
Missouri,2010,7883,9,39273
Missouri,2010,16777,9,47227
Missouri,2010,8433,4,50454
Missouri,2010,12892,5,51153
Missouri,2010,15657,10,43715
Missouri,2010,13684,8,38675
Missouri,2010,31953,9,40506
Missouri,2010,101492,7,60317
Missouri,2010,15222,9,50426
Missouri,2010,6738,6,45541
Missouri,2010,275174,7,55165
Missouri,2010,10261,8,42768
Missouri,2010,8957,7,44774
Missouri,2010,22272,9,47583
Missouri,2010,9627,9,37935
Missouri,2010,4912,3,48390
Missouri,2010,10144,6,55282
Missouri,2010,40400,6,43088
Missouri,2010,10630,10,41040
Missouri,2010,674158,9,60459
Missouri,2010,117404,9,49927
Missouri,2010,218733,8,65246
Missouri,2010,52595,8,53572
Missouri,2010,4131,4,43186
Missouri,2010,35571,7,49179
Missouri,2010,33381,4,57972
Missouri,2010,38634,8,46720
Missouri,2010,10211,6,50346
Missouri,2010,52566,10,60606
Missouri,2010,12761,7,50523
Missouri,2010,15195,3,49181
Missouri,2010,23083,8,45984
Missouri,2010,15566,5,45607
Missouri,2010,12226,8,42364
Missouri,2010,9176,9,46553
Missouri,2010,28781,6,51251
Missouri,2010,3785,9,44089
Missouri,2010,24748,8,43839
Missouri,2010,14358,12,39851
Missouri,2010,15607,4,52966
Missouri,2010,8840,5,46772
Missouri,2010,12236,9,48537
Missouri,2010,20565,12,45750
Missouri,2010,18956,8,45090
Missouri,2010,58114,7,54071
Missouri,2010,23370,5,49186
Missouri,2010,10881,9,36042
Missouri,2010,13878,3,55845
Missouri,2010,9723,5,40669
Missouri,2010,18296,12,40221
Missouri,2010,18971,4,55338
Missouri,2010,42201,7,48113
Missouri,2010,45156,8,53752
Missouri,2010,18516,8,51751
Missouri,2010,89322,5,83299
Missouri,2010,31137,10,47069
Missouri,2010,52274,9,51207
Missouri,2010,4979,4,45693
Missouri,2010,10167,4,55088
Missouri,2010,25414,6,45756
Missouri,2010,23494,6,64781
Missouri,2010,6696,10,39756
Missouri,2010,14100,12,37436
Missouri,2010,360485,6,81656
Missouri,2010,9805,6,40751
Missouri,2010,18145,6,55419
Missouri,2010,65359,10,49389
Missouri,2010,998954,7,81427
Missouri,2010,23370,6,46589
Missouri,2010,4431,7,39590
Missouri,2010,4843,4,49577
Missouri,2010,39191,8,48894
Missouri,2010,8441,12,37579
Missouri,2010,6373,4,41333
Missouri,2010,29968,10,50940
Missouri,2010,32202,11,51031
Missouri,2010,6714,8,39762
Missouri,2010,51675,8,52804
Missouri,2010,26008,7,41119
Missouri,2010,21159,7,44207
Missouri,2010,32513,9,63222
Missouri,2010,25195,14,44896
Missouri,2010,13521,8,38899
Missouri,2010,36202,6,50367
Missouri,2010,2171,5,42337
Missouri,2010,18815,10,41001
Missouri,2010,319294,13,47256
Montana,2010,9246,5,49657
Montana,2010,12865,17,46182
Montana,2010,6491,8,44446
Montana,2010,5612,6,50223
Montana,2010,10078,4,58603
Montana,2010,1160,0,45554
Montana,2010,81327,6,54294
Montana,2010,5813,4,52246
Montana,2010,11699,3,48121
Montana,2010,1751,3,52433
Montana,2010,8966,3,59755
Montana,2010,9298,8,48102
Montana,2010,2890,3,60537
Montana,2010,11586,4,50028
Montana,2010,90928,6,59732
Montana,2010,89513,5,66130
Montana,2010,1206,2,51538
